mac,kwhh
MAC003340,5944.3190008
MAC003341,4810.9160004
MAC003342,5131.9449993
MAC003343,5450.8130012
MAC003344,16880.4989961
MAC003345,2764.7959997
MAC003346,420.8950001
MAC003347,4341.0820012
MAC003348,5221.032
MAC003349,10753.5360026
MAC003350,7686.205999
MAC003351,2186.2079999
MAC003352,17904.1129875
MAC003353,3486.8860011
MAC003354,11944.4740017
MAC003355,9698.3970007
MAC003356,17408.9970017
MAC003357,9777.991998
MAC003358,3611.5349994
MAC003359,2470.84
MAC003360,2921.46
MAC003361,4394.2850002
MAC003362,1613.3929999
MAC003363,5950.7969975
MAC003364,12275.426
MAC003365,2427.0920003
MAC003366,2539.8749996
MAC003367,2019.096
MAC003368,3885.6140004
MAC003369,5869.7290001
MAC003370,3133.0669997
MAC003371,5873.9649998
MAC003372,5127.6690001
MAC003373,1309.9349999
MAC003374,9046.5400008
MAC003375,5436.0320002
MAC003376,3513.7900002
MAC003377,3629.8440003
MAC003378,3269.8120001
MAC003379,1585.3879999
MAC003380,7272.8350002
MAC003381,5680.7699994
MAC003382,2770.9920001
MAC003383,3621.8690021
MAC003384,2050.3529998
MAC003385,4431.346
MAC003386,5915.3119993
MAC003387,1841.0770002
MAC003388,14971.8870045
MAC003389,6477.1609994
MAC003390,2731.5220002
MAC003391,6435.1119995
MAC003392,2824.2059998
MAC003393,4344.5570008
MAC003394,14126.3439934
MAC003395,4075.876
MAC003396,4196.8299982
MAC003397,3884.926
MAC003398,5721.1810018
MAC003399,6057.4749996
MAC003400,6325.2419987
MAC003401,4923.9089999
MAC003402,8084.1709984
MAC003403,3058.123
MAC003404,3130.7220006
MAC003405,2598.4729999
MAC003406,6542.9829999
MAC003407,3468.2399996
MAC003408,11068.9689986
MAC003409,1671.428
MAC003410,2722.348
MAC003411,4520.9610009
MAC003412,3469.4810004
MAC003413,7557.3280001
MAC003414,5863.2639999
MAC003415,2750.5590002
MAC003416,3272.4999999
MAC003417,8478.5200001
MAC003418,4837.9090006
MAC003419,12485.1759946
MAC003420,1880.6389999
MAC003421,4176.623
MAC003422,9491.4969965
MAC003423,9221.9969999
MAC003424,5068.4530002
MAC003425,2141.7020005
MAC003426,10706.1510039
MAC003427,8342.3840009
MAC003428,13490.6800007
MAC003429,4826.866
MAC003430,3607.4239998
MAC003431,15433.2169948
MAC003432,7546.3269989
MAC003433,7719.0040016
MAC003434,1939.218
MAC003435,5013.2719999
MAC003436,6465.7779997
MAC003437,3617.8230002
MAC003438,3086.832
MAC003439,3986.9490009
MAC003440,2575.4130001
MAC003441,8952.421001
MAC003442,3746.77
MAC003443,5454.5439995
MAC003444,3598.7210007
MAC003445,10691.2980006
MAC003446,2918.0119991
MAC003447,1724.307
MAC003448,2421.572
MAC003449,25212.0100052
MAC003450,4093.4690004
MAC003451,893.4369999
MAC003452,8016.6039987
MAC003453,5834.1040001
MAC003454,7277.0050009
MAC003455,3916.2510006
MAC003456,7064.3139995
MAC003457,5215.8939998
MAC003458,7322.1580004
MAC003459,9993.2669982
MAC003460,3822.2480007
MAC003461,3557.414
MAC003462,1605.12
MAC003463,4864.5189994
MAC003464,4658.3509995
MAC003465,1934.8349999
MAC003466,3057.545
MAC003467,4254.6050001
MAC003468,8973.6299997
MAC003469,3288.9769999
MAC003470,2162.5929998
MAC003471,5774.571
MAC003472,7490.3299999
MAC003473,2264.8190001
MAC003474,5332.4000015
MAC003475,8127.3359991
MAC003476,4164.7109998
MAC003477,3627.2589998
MAC003478,5113.039
MAC003479,1576.9789998
MAC003480,3757.7599995
MAC003481,1560.1049993
MAC003482,6755.175001
MAC003483,4590.8560001
MAC003484,2098.3709998
MAC003485,3877.8820002
MAC003486,2572.718
MAC003487,3272.9379999
MAC003488,5767.3130004
MAC003489,3341.1230003
MAC003490,4669.0060004
MAC003491,5523.2280008
MAC003492,1682.031
MAC003493,2925.1209992
MAC003494,3033.25
MAC003495,3476.1660002
MAC003496,3033.0980002
MAC003497,3670.0869989
MAC003498,3643.6750003
MAC003499,2220.9220009
MAC003500,3064.3609998
MAC003501,6709.5929998
MAC003502,7505.6680002
MAC003503,3707.0090012
MAC003504,2361.58
MAC003505,4100.2220002
MAC003506,17805.4899941
MAC003507,33428.0550017
MAC003508,7024.3909998
MAC003509,1473.0919999
MAC003510,7262.6920007
MAC003511,5178.5910003
MAC003512,3537.2570006
MAC003513,2805.6850008
MAC003514,7160.307
MAC003515,4111.3660013
MAC003516,1945.0659999
MAC003517,4085.0589993
MAC003518,5398.169003
MAC003519,1873.88
MAC003520,4307.4389999
MAC003521,1666.571
MAC003522,5748.7199994
MAC003523,3987.3099996
MAC003524,6206.4570007
MAC003525,6852.0229977
MAC003526,4105.5650002
MAC003527,6728.9270017
MAC003528,4079.761
MAC003529,2723.232
MAC003530,1293.7020004
MAC003531,1820.293
MAC003532,3315.1709996
MAC003533,6344.9210003
MAC003534,6997.0049981
MAC003535,6638.5369992
MAC003536,7521.2159981
MAC003537,6174.4759992
MAC003538,2121.621
MAC003539,3938.0749999
MAC003540,2802.738
MAC003541,3890.9670002
MAC003542,1703.953
MAC003543,3027.5789999
MAC003544,4384.1039994
MAC003545,4005.5550006
MAC003546,1295.865
MAC003547,6260.4660011
MAC003548,7488.7330017
MAC003549,4578.7939997
MAC003550,5699.1099994
MAC003551,1686.5070001
MAC003552,3585.837
MAC003553,8789.2500019
MAC003554,226.494
MAC003555,6272.9489993
MAC003556,9239.627
MAC003557,4072.403999
MAC003558,6079.0509992
MAC003559,1789.3769995
MAC003560,5713.3149992
MAC003561,3480.0430003
MAC003562,3205.9209998
MAC003563,5067.8450016
MAC003564,1966.181
MAC003565,4013.3589999
MAC003566,14757.1640005
MAC003567,5065.3610003
MAC003568,12079.8630022
MAC003569,2679.871
MAC003570,4217.048
MAC003571,2085.6410002
MAC003572,1337.0780007
MAC003573,6210.091997
MAC003574,10312.3489997
MAC003575,5596.6990006
MAC003576,4591.5020015
MAC003577,3017.463
MAC003578,925.8510003
MAC003579,5562.6009997
MAC003580,3191.2420001
MAC003581,7084.8379996
MAC003582,4561.935997
MAC003583,4673.7440001
MAC003584,3891.588
MAC003585,9598.6629962
MAC003586,3016.6339997
MAC003587,1740.277
MAC003588,4259.9489998
MAC003589,7488.8490006
MAC003590,5771.4369985
MAC003591,4907.4470001
MAC003592,3083.331
MAC003593,5478.3429997
MAC003594,14309.6130068
MAC003595,8381.5749981
MAC003596,7611.8489988
MAC003597,14539.3399938
MAC003598,2186.8909998
MAC003599,5582.2490008
MAC003600,1927.1440002
MAC003601,2846.479
MAC003602,14561.2359955
MAC003603,19527.5110015
MAC003604,3485.8699999
MAC003605,4706.5839983
MAC003606,8834.2199987
MAC003607,11151.3349957
MAC003608,3408.7890003
MAC003609,12948.9279986
MAC003610,9660.4400001
MAC003611,4234.1659997
MAC003612,5352.8739992
MAC003613,16724.2909968
MAC003614,6145.7619962
MAC003615,7519.6910004
MAC003616,1631.736
MAC003617,1889.879
MAC003618,1924.0319992
MAC003619,2554.3759997
MAC003620,3020.4709999
MAC003621,8553.0579996
MAC003622,8906.9259986
MAC003623,8281.8719961
MAC003624,3134.1180003
MAC003625,2921.0629998
MAC003626,3876.0359998
MAC003627,826.4729988
MAC003628,6110.6479994
MAC003629,2093.012
MAC003630,1948.2789999
MAC003631,2380.6829999
MAC003632,4837.4139999
MAC003633,8317.0699993
MAC003634,14391.6110014
MAC003635,1121.403
MAC003636,3824.3509999
MAC003637,2412.848
MAC003638,4740.9059998
MAC003639,9482.6879976
MAC003640,7283.8890017
MAC003641,4761.7899997
MAC003642,11851.7559996
MAC003643,3237.6810004
MAC003644,5960.4249989
MAC003645,2079.762
MAC003646,5377.5059999
MAC003647,4556.5829989
MAC003648,4948.0650008
MAC003649,4867.5499997
MAC003650,6564.1900006
MAC003651,11527.2840042
MAC003652,4493.1679994
MAC003653,7013.962
MAC003654,3800.9340001
MAC003655,10450.5139989
MAC003656,8930.8429983
MAC003657,2591.7900001
MAC003658,4754.7469981
MAC003659,4116.3649999
MAC003660,2597.5960001
MAC003661,3893.397
MAC003662,4715.7939993
MAC003663,3480.5500001
MAC003664,3659.3409994
MAC003665,3586.3169998
MAC003666,4898.7459998
MAC003667,21999.3070016
MAC003668,18540.2250037
MAC003669,3513.0629999
MAC003670,3206.8979999
MAC003671,2723.401
MAC003672,3087.9019998
MAC003673,3292.3979996
MAC003674,5035.6750001
MAC003675,11546.8080017
MAC003676,7396.9039992
MAC003677,3966.5759993
MAC003678,7365.5699981
MAC003679,2223.958
MAC003680,8501.0609979
MAC003681,4040.4379998
MAC003682,8800.9759996
MAC003683,4256.12
MAC003684,3874.9510003
MAC003685,5973.1269981
MAC003686,8130.5030029
MAC003687,6239.1329969
MAC003688,3469.535
MAC003689,7469.8060004
MAC003690,2914.006
MAC003691,2531.9499998
MAC003692,4163.2560005
MAC003693,9714.0559987
MAC003694,1139.284
MAC003695,1166.038
MAC003696,2307.305
MAC003697,9922.9990003
MAC003698,3889.406
MAC003699,6772.5430012
MAC003700,1877.5539999
MAC003701,2393.931
MAC003702,4447.1680006
MAC003703,7789.085
MAC003704,9085.116997
MAC003705,4021.9630002
MAC003706,5571.5110004
MAC003707,1785.992
MAC003708,8348.3729988
MAC003709,19713.621004
MAC003710,3801.5710003
MAC003711,5894.4369995
MAC003712,13449.7479991
MAC003713,7727.5659996
MAC003714,5793.8079993
MAC003715,5731.518
MAC003716,1348.272
MAC003717,11849.3180011
MAC003718,3645.7140001
MAC003719,6820.1880004
MAC003720,3771.8879999
MAC003721,2039.6809999
MAC003722,4359.0320001
MAC003723,5275.1879974
MAC003724,4468.4450003
MAC003725,8173.7299994
MAC003726,4865.5810004
MAC003727,4332.3109997
MAC003728,8632.3159959
MAC003729,6946.7560002
MAC003730,6006.5219979
MAC003731,2099.6980001
MAC003732,12642.0510024
MAC003733,10458.0870011
MAC003734,5774.0359987
MAC003735,5627.8860012
MAC003736,5152.9810006
MAC003737,5031.1310011
MAC003738,7157.7650007
MAC003739,3140.8599998
MAC003740,5134.0100005
MAC003741,5374.6009987
MAC003742,2464.6280013
MAC003743,3538.3249999
MAC003744,1705.5049998
MAC003745,4148.6200003
MAC003746,22601.7849963
MAC003747,4052.2519993
MAC003748,5060.3760002
MAC003749,16960.7069965
MAC003750,7786.6169991
MAC003751,5196.2459976
MAC003752,5895.9679996
MAC003753,5791.4900012
MAC003754,5734.7380002
MAC003755,5940.8659999
MAC003756,9506.4559997
MAC003757,7448.2530015
MAC003758,16003.1540002
MAC003759,5903.7520009
MAC003760,5569.6689991
MAC003761,1527.546
MAC003762,5614.5189984
MAC003763,2263.0670001
MAC003764,9266.3129984
MAC003765,3349.3739997
MAC003766,5313.5769979
MAC003767,3685.5909993
MAC003768,8224.1009992
MAC003769,6628.7659987
MAC003770,2543.3289996
MAC003771,2477.917
MAC003772,9016.3850007
MAC003773,6506.8730012
MAC003774,6017.327
MAC003775,13439.166
MAC003776,9083.1689974
MAC003777,3879.2880003
MAC003778,3159.2869987
MAC003779,9989.2690018
MAC003780,3691.4200002
MAC003781,3349.9989994
MAC003782,6425.6119999
MAC003783,6510.7680014
MAC003784,9221.6139977
MAC003785,3840.3999993
MAC003786,4539.8299991
MAC003787,3575.015
MAC003788,3494.2390003
MAC003789,8646.3729966
MAC003790,3525.5309998
MAC003791,2346.9720002
MAC003792,2572.4769998
MAC003793,4264.5259989
MAC003794,8092.4039997
MAC003795,10653.9929969
MAC003796,6546.6469989
MAC003797,1393.103
MAC003798,2970.2010002
MAC003799,11762.808996
MAC003800,5856.2719985
MAC003801,5232.8159991
MAC003802,10854.4169951
MAC003803,4324.1959996
MAC003804,5481.1460026
MAC003805,6302.162
MAC003806,3769.6500003
MAC003807,13371.6429987
MAC003808,4749.2580009
MAC003809,1611.1150001
MAC003810,6305.9299998
MAC003811,7937.9079994
MAC003812,2721.737
MAC003813,7077.3089993
MAC003814,2883.249
MAC003815,4426.2590004
MAC003816,5145.7160001
MAC003817,10844.5450045
MAC003818,11854.9709988
MAC003819,4829.456
MAC003820,13140.4859988
MAC003821,4502.2940004
MAC003822,3430.368
MAC003823,6911.1730007
MAC003824,4890.3549989
MAC003825,2565.4039998
MAC003826,5233.6889989
MAC003827,2124.3839998
MAC003828,5160.315001
MAC003829,9582.9569967
MAC003830,1906.172
MAC003831,3799.5940001
MAC003832,12291.7630007
MAC003833,3163.7069999
MAC003834,6553.0180001
MAC003835,5744.5269993
MAC003836,9017.4229999
MAC003837,1726.138
MAC003838,6240.3509982
MAC003839,3998.4259994
MAC003840,5334.7510005
MAC003841,5446.311002
MAC003842,7943.7130008
MAC003843,6727.1299978
MAC003844,7185.1299979
MAC003845,4901.3679997
MAC003846,1275.47
MAC003847,3070.823
MAC003848,8854.7280016
MAC003849,2682.1370002
MAC003850,5089.8089998
MAC003851,6624.422
MAC003852,7990.2769985
MAC003853,2951.2179998
MAC003854,4250.5180012
MAC003855,5415.3159994
MAC003856,16872.3940042
MAC003857,2571.3519995
MAC003858,8679.7089987
MAC003859,7287.7880023
MAC003860,15945.6920033
MAC003861,13531.8540044
MAC003862,4256.9419991
MAC003863,6845.674
MAC003864,3919.81
MAC003865,1399.3639999
MAC003866,2200.071
MAC003867,10011.4090027
MAC003868,5232.5839986
MAC003869,7001.4479994
MAC003870,7681.2899993
MAC003871,1628.605
MAC003872,8672.4210007
MAC003873,7982.1609993
MAC003874,5456.3980002
MAC003875,6559.1200001
MAC003876,9839.0290005
MAC003877,7434.7889996
MAC003878,5810.0690001
MAC003879,6484.1150012
MAC003880,3888.8320006
MAC003881,11538.0100082
MAC003882,2207.6969998
MAC003883,1893.9330001
MAC003884,1393.8469999
MAC003885,2840.2530002
MAC003886,2349.694
MAC003887,3705.4800003
MAC003888,4982.9759996
MAC003889,5405.4889999
MAC003890,7463.679002
MAC003891,3587.1029995
MAC003892,4268.6989991
MAC003893,2087.6199996
MAC003894,3456.1409995
MAC003895,8611.9839992
MAC003896,5670.8369995
MAC003897,3817.547
MAC003898,4817.5189984
MAC003899,5152.702
MAC003900,5858.7070023
MAC003901,3330.6079997
MAC003902,13418.269996
MAC003903,15589.8969978
MAC003904,7768.8790004
MAC003905,3248.7189995
MAC003906,8955.3349983
MAC003907,14106.1960044
MAC003908,2044.2229995
MAC003909,6478.2920021
MAC003910,1579.9370001
MAC003911,6761.2290002
MAC003912,3733.0859996
MAC003913,2027.1540004
MAC003914,13823.5030006
MAC003915,2975.5530001
MAC003916,7636.0529997
MAC003917,6867.7679985
MAC003918,3793.438
MAC003919,3677.1639997
MAC003920,1343.1530002
MAC003921,1372.325
MAC003922,3045.4740004
MAC003923,4001.101
MAC003924,3416.984
MAC003925,3266.64
MAC003926,2341.269
MAC003927,2880.2330004
MAC003928,430.997
MAC003929,2512.3099992
MAC003930,5082.3029979
MAC003931,1516.769
MAC003932,11928.8700078
MAC003933,3677.0089997
MAC003934,6307.3279992
MAC003935,965.226
MAC003936,3668.2220001
MAC003937,5172.5710002
MAC003938,8886.1720009
MAC003939,6836.0950012
MAC003940,4120.2569991
MAC003941,3132.8500005
MAC003942,3009.5299997
MAC003943,1771.2310002
MAC003944,4257.597
MAC003945,4673.4140003
MAC003946,6904.5429991
MAC003947,3132.5839998
MAC003948,8583.2770002
MAC003949,5852.4679999
MAC003950,4847.1879997
MAC003951,5984.1380005
MAC003952,6865.6740001
MAC003953,2040.3879975
MAC003954,3349.44
MAC003955,1989.588
MAC003956,7718.8220014
MAC003957,6877.1779998
MAC003958,7403.5520009
MAC003959,5437.1709992
MAC003960,10881.2280004
MAC003961,12114.7799979
MAC003962,2582.5730001
MAC003963,3169.9979995
MAC003964,2695.5630004
MAC003965,2002.5079999
MAC003966,4175.0320004
MAC003967,5996.166
MAC003968,6612.9570002
MAC003969,9646.9030056
MAC003970,2985.6149995
MAC003971,3735.2230006
MAC003972,10522.4880011
MAC003973,6260.6759998
MAC003974,5517.1699995
MAC003975,10404.3009994
MAC003976,6655.9259992
MAC003977,5675.0150009
MAC003978,12702.8769978
MAC003979,26972.9500072
MAC003980,3483.7689991
MAC003981,11199.1690014
MAC003982,3914.6089998
MAC003983,6151.4429997
MAC003984,2831.029
MAC003985,5854.2549993
MAC003986,2536.879
MAC003987,9535.5910025
MAC003988,1800.5020001
MAC003989,4988.4759998
MAC003990,2330.581
MAC003991,6211.4609985
MAC003992,20682.4069961
MAC003993,7813.5780023
MAC003994,3864.8610002
MAC003995,2957.4919999
MAC003996,1466.3920001
MAC003997,6397.9079994
MAC003998,4651.8589998
MAC003999,7117.3110011
MAC004000,16789.3249973
MAC004001,2168.2920001
MAC004002,7094.8739996
MAC004003,3596.6240001
MAC004004,5337.5550006
MAC004005,3657.4359999
MAC004006,6965.2949999
MAC004007,11337.5690017
MAC004008,2060.873
MAC004009,2434.424
MAC004010,11377.9450016
MAC004011,5029.7849998
MAC004012,2627.962
MAC004013,4652.767
MAC004014,11175.9359983
MAC004015,7082.5319998
MAC004016,22795.0800014
MAC004017,2578.7889997
MAC004018,2365.4130027
MAC004019,4865.2610003
MAC004020,7532.4739999
MAC004021,4780.7030008
MAC004022,2078.0410002
MAC004023,908.241
MAC004024,3981.4779995
MAC004025,2904.036
MAC004026,6073.0549996
MAC004027,1869.107
MAC004028,1434.537
MAC004029,6633.2239993
MAC004030,6835.9900009
MAC004031,1407.4040005
MAC004032,5079.6530006
MAC004033,3450.9400008
MAC004034,4919.2749998
MAC004035,2955.1679999
MAC004036,4119.1720006
MAC004037,7132.6319985
MAC004038,5310.3119993
MAC004039,4280.0519998
MAC004040,2460.013
MAC004041,2246.533
MAC004042,6163.9100004
MAC004043,3711.3180006
MAC004044,4582.5829998
MAC004045,4536.0110015
MAC004046,1976.048999
MAC004047,920.8859999
MAC004048,12047.3109993
MAC004049,5492.0239995
MAC004050,4781.9290002
MAC004051,10924.0660001
MAC004052,3027.7839998
MAC004053,5291.5079997
MAC004054,16724.7080009
MAC004055,13799.0239981
MAC004056,3782.377
MAC004057,8336.766002
MAC004058,3405.7109999
MAC004059,7198.5950001
MAC004060,4338.8299988
MAC004061,3381.2999999
MAC004062,3869.2009995
MAC004063,6534.0730011
MAC004064,1520.4609999
MAC004065,5461.4770006
MAC004066,6846.5560002
MAC004067,0.0
MAC004068,5098.4650004
MAC004069,1212.983
MAC004070,5085.3770004
MAC004071,3692.3369995
MAC004072,5280.1039999
MAC004073,3926.5339999
MAC004074,7942.4820001
MAC004075,9129.7139998
MAC004076,12229.9770014
MAC004077,4457.4999998
MAC004078,6518.3390015
MAC004079,3257.5969995
MAC004080,2479.821
MAC004081,4399.73
MAC004082,9665.6680024
MAC004083,4523.5069992
MAC004084,5913.8880001
MAC004085,8928.0050004
MAC004086,6489.7709998
MAC004087,10874.2800017
MAC004088,4801.7070002
MAC004089,4430.1629992
MAC004090,3555.9199996
MAC004091,13019.4940029
MAC004092,2741.5589995
MAC004093,1711.4160001
MAC004094,3992.592
MAC004095,4601.3729986
MAC004096,3069.329
MAC004097,3277.145
MAC004098,2473.168
MAC004099,2188.625
MAC004100,1312.079
MAC004101,2165.283
MAC004102,17331.931998
MAC004103,6918.7229992
MAC004104,3423.4470004
MAC004105,2749.7189999
MAC004106,8526.1009998
MAC004107,13546.3729993
MAC004108,3336.241
MAC004109,3191.5129999
MAC004110,1695.032
MAC004111,6143.2309996
MAC004112,10133.9880003
MAC004113,3833.1290001
MAC004114,6307.5409997
MAC004115,7680.4409997
MAC004116,4042.4500014
MAC004117,5256.6990005
MAC004118,3601.8610003
MAC004119,1668.1310001
MAC004120,8879.4730012
MAC004121,11304.320002
MAC004122,1619.2500001
MAC004123,6869.266
MAC004124,6253.9400002
MAC004125,5155.3680004
MAC004126,9311.0550001
MAC004127,3290.5009999
MAC004128,9495.0739999
MAC004129,5902.2010027
MAC004130,12098.9850005
MAC004131,11150.3509989
MAC004132,6477.6430002
MAC004133,5310.7039987
MAC004134,3382.4440005
MAC004135,6991.6349988
MAC004136,4661.806
MAC004137,2005.5299991
MAC004138,3332.7580001
MAC004139,10801.9920041
MAC004140,2105.998
MAC004141,4433.8539998
MAC004142,1182.1569998
MAC004143,4301.7079992
MAC004144,1973.9220004
MAC004145,4734.766
MAC004146,2470.9880001
MAC004147,10964.0130001
MAC004148,3956.8769999
MAC004149,1711.3229998
MAC004150,6129.5940028
MAC004151,1658.2850002
MAC004152,3639.4280001
MAC004153,7711.9360013
MAC004154,3175.4750005
MAC004155,5284.649
MAC004156,4103.2110002
MAC004157,5950.118
MAC004158,9591.5009993
MAC004159,5177.1280001
MAC004160,3217.1259996
MAC004161,6653.5829995
MAC004162,10161.6029997
MAC004163,4968.5219992
MAC004164,4910.5150012
MAC004165,3970.863
MAC004166,4174.8559998
MAC004167,5755.8799996
MAC004168,3262.768
MAC004169,4078.3360001
MAC004170,13223.8600011
MAC004171,5158.2289985
MAC004172,17180.2929988
MAC004173,10501.1260022
MAC004174,2743.6980008
MAC004175,2472.9610003
MAC004176,2208.413
MAC004177,4898.7669999
MAC004178,7549.8639981
MAC004179,65623.6490025
MAC004180,9116.5890005
MAC004181,12666.8329994
MAC004182,5971.9420004
MAC004183,6846.1510019
MAC004184,5483.1090001
MAC004185,3304.864
MAC004186,7387.2149979
MAC004187,5749.5620008
MAC004188,2578.288
MAC004189,6907.6429988
MAC004190,3723.0499992
MAC004191,3160.322
MAC004192,8303.6330008
MAC004193,13790.6679995
MAC004194,3868.663
MAC004195,10361.1339981
MAC004196,10897.9170016
MAC004197,11020.0189994
MAC004198,18590.5770015
MAC004199,2501.3649999
MAC004200,8207.9630027
MAC004201,2701.8099999
MAC004202,2286.447
MAC004203,8808.7039996
MAC004204,6794.1329997
MAC004205,8534.5329991
MAC004206,2956.568
MAC004207,9648.0559975
MAC004208,9001.418
MAC004209,5745.362
MAC004210,4518.036
MAC004211,4355.02
MAC004212,6734.5970002
MAC004213,5864.4430004
MAC004214,8970.9330005
MAC004215,4106.6590006
MAC004216,24428.5069995
MAC004217,10286.7160015
MAC004218,8438.1369983
MAC004219,4298.6340001
MAC004220,4569.8629986
MAC004221,2437.959
MAC004222,9116.2159979
MAC004223,1920.1979999
MAC004224,10876.1159984
MAC004225,19760.0630014
MAC004226,2321.992
MAC004227,4039.9069993
MAC004228,7004.4320012
MAC004229,4532.2359997
MAC004230,5157.6599996
MAC004231,6280.5869998
MAC004232,5972.646
MAC004233,3214.582997
MAC004234,5688.5490008
MAC004235,6013.5339999
MAC004236,2025.884
MAC004237,4370.2360002
MAC004238,3601.1740001
MAC004239,6193.1419978
MAC004240,1310.442
MAC004241,9460.2450009
MAC004242,3029.7739995
MAC004243,3238.5310001
MAC004244,8976.3580009
MAC004245,4666.1969996
MAC004246,3058.944
MAC004247,13970.4209985
MAC004248,2842.1649997
MAC004249,28420.1979934
MAC004250,2040.033
MAC004251,2543.3570001
MAC004252,4038.6079995
MAC004253,3595.0539993
MAC004254,5008.3240005
MAC004255,7516.5680001
MAC004256,8099.8619999
MAC004257,4337.0360012
MAC004258,11753.2799996
MAC004259,3225.4259996
MAC004260,6151.5269994
MAC004261,9657.7589978
MAC004262,5819.8560001
MAC004263,7388.8890013
MAC004264,3442.0570002
MAC004265,1748.964
MAC004266,5639.9190005
MAC004267,1096.617
MAC004268,3451.6240002
MAC004269,7908.0600004
MAC004270,3043.6570013
MAC004271,12602.8050024
MAC004272,5644.2199999
MAC004273,4342.9719997
MAC004274,7082.3469997
MAC004275,8598.973
MAC004276,14241.4479982
MAC004277,6573.4489995
MAC004278,7569.3729999
MAC004279,5462.9600001
MAC004280,20783.083998
MAC004281,3717.3380002
MAC004282,1739.482
MAC004283,2711.0769994
MAC004284,7118.5260007
MAC004285,9987.4300017
MAC004286,6296.2889993
MAC004287,7744.2989999
MAC004288,2702.6040002
MAC004289,3216.38
MAC004290,8335.1870011
MAC004291,5021.44
MAC004292,1565.618
MAC004293,2450.516999
MAC004294,3667.7250002
MAC004295,8235.941
MAC004296,3080.7409999
MAC004297,2426.413
MAC004298,2796.9600001
MAC004299,7793.8390003
MAC004300,4763.9909997
MAC004301,3786.0239998
MAC004302,3373.6459998
MAC004303,4825.8099994
MAC004304,1541.5749998
MAC004305,3978.7469994
MAC004306,3128.1369997
MAC004307,2395.585
MAC004308,1083.019
MAC004309,8924.6529993
MAC004310,1395.283
MAC004311,2663.7139998
MAC004312,3402.7690001
MAC004313,9361.4320002
MAC004314,5052.212
MAC004315,5143.4569999
MAC004316,5794.2719996
MAC004317,902.768
MAC004318,3493.2580003
MAC004319,31514.5989912
MAC004320,2391.3579998
MAC004321,6677.1800011
MAC004322,4094.605
MAC004323,6043.1580016
MAC004324,7334.1369992
MAC004325,10797.3910008
MAC004326,5777.5829997
MAC004327,4635.9689999
MAC004328,7189.538998
MAC004329,12082.350002
MAC004330,10623.5399972
MAC004331,4084.577
MAC004332,7133.083998
MAC004333,11052.0980027
MAC004334,5352.0899999
MAC004335,3293.467
MAC004336,5072.6909992
MAC004337,8378.8019982
MAC004338,4992.7209993
MAC004339,4778.7589991
MAC004340,10507.6519989
MAC004341,11004.4989997
MAC004342,3014.2629999
MAC004343,9018.2479998
MAC004344,5809.1789996
MAC004345,12901.6029997
MAC004346,7018.8350004
MAC004347,7209.873
MAC004348,18841.7550045
MAC004349,13105.9590013
MAC004350,7701.8259999
MAC004351,14063.6090024
MAC004352,1924.9560001
MAC004353,11042.7130015
MAC004354,3369.223
MAC004355,14907.1909998
MAC004356,5468.2589999
MAC004357,5301.1180002
MAC004358,3277.7460002
MAC004359,4102.4690001
MAC004360,5009.5140001
MAC004361,5886.159
MAC004362,15267.0679995
MAC004363,6042.8299988
MAC004364,2351.0390001
MAC004365,3602.6990001
MAC004366,14504.032999
MAC004367,6346.8140003
MAC004368,6812.5009996
MAC004369,9568.8219995
MAC004370,2112.3449992
MAC004371,5944.8440004
MAC004372,5622.4219995
MAC004373,3622.1010001
MAC004374,18545.8790031
MAC004375,4406.0859994
MAC004376,4257.6189997
MAC004377,3567.8990006
MAC004378,2581.273
MAC004379,6610.0479994
MAC004380,7357.8320023
MAC004381,9533.0290031
MAC004382,4375.1820002
MAC004383,6304.4289999
MAC004384,8193.3570001
MAC004385,22082.0359956
MAC004386,15955.895999
MAC004387,3075.6069999
MAC004388,2897.6610003
MAC004389,9392.5820018
MAC004390,8689.4599977
MAC004391,10682.2850002
MAC004392,702.796
MAC004393,2527.336
MAC004394,3799.1619999
MAC004395,16310.2790007
MAC004396,2917.801
MAC004397,3013.287
MAC004398,2593.1370001
MAC004399,3439.6899998
MAC004400,13920.908001
MAC004401,6192.5169998
MAC004402,3040.557
MAC004403,11844.0229984
MAC004404,4261.8419997
MAC004405,6341.9579994
MAC004406,2945.631
MAC004407,13460.402011
MAC004408,5795.0560002
MAC004409,32161.4309958
MAC004410,5789.164001
MAC004411,19978.0909992
MAC004412,16429.6370003
MAC004413,1929.7199997
MAC004414,4671.99
MAC004415,4800.2040003
MAC004416,4156.9239999
MAC004417,4617.1230006
MAC004418,5982.1129997
MAC004419,7998.7370002
MAC004420,13860.2649996
MAC004421,1853.9079999
MAC004422,8416.8749998
MAC004423,4499.4019992
MAC004424,4950.0420002
MAC004425,5156.9270002
MAC004426,3110.221
MAC004427,3352.3320004
MAC004428,10624.3529983
MAC004429,7124.099
MAC004430,1991.361
MAC004431,15239.3139992
MAC004432,1773.4530001
MAC004433,9017.0150014
MAC004434,12583.6709979
MAC004435,3066.861001
MAC004436,3460.2799994
MAC004437,6874.9899989
MAC004438,5556.8040001
MAC004439,11607.0040012
MAC004440,3370.4019999
MAC004441,3068.7819997
MAC004442,2397.2469998
MAC004443,6147.2749998
MAC004444,5524.2879999
MAC004445,5004.8529997
MAC004446,28382.3249951
MAC004447,6117.3350005
